country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,2006,2,short,4,S004,52135,84.26,92.66,33.74,48,81.54,170.26,242.5,323.86,474.67,857.75,1289.3,1978.62,2958.42,3375.82,4055.42,5064.62,6860.06,8489.76,15653.74,8003.2,7640.02,5171.34,2465.93,1999.04,467.14
USA,2006,2,short,4,S005,59221.83,0,1.05,10.22,7.15,22.42,74.29,100.7,128.73,254.73,424.29,593.97,572.25,513.89,546.53,780.31,1675.46,4357.71,9675.74,39482.37,15183.17,24334.34,14941.02,9405.94,7616.96,1790.19
USA,2006,2,short,4,S006,75872.7,170.61,123.2,87.93,110.31,155.94,182.64,195.23,224.76,307.92,555.55,801.76,1131.36,1508.43,1713.07,2151.9,3681.99,7651.18,14187.32,40931.6,18053.34,22886.19,15181.05,7701.23,6449.48,1246.78
USA,2006,2,short,4,S007,335212.19,165.41,76.87,41.92,74.56,129.44,255.9,395.61,682.46,1260.35,2670.97,4645.42,6637.69,9427.69,11926.41,15014.43,22263.64,36160.77,56707.58,166675.07,69725.55,97028.49,60677.12,36386.28,29030.31,7372.86
USA,2006,2,short,4,S008,83876.42,61.38,29.48,19.43,20.43,37.71,59.85,79.12,163.46,330.43,748.88,1221.39,1673.29,2069.7,2585.73,3390.78,5530.59,9724.33,15936.18,40194.26,18671.01,21519.41,14316.13,7199.03,5997.21,1198.07
USA,2006,2,short,4,S009,18423.2,24.97,4.21,1.02,4.09,18.35,34.05,39.05,67.43,107.41,161.78,293.94,324.55,454.44,611.96,885.9,1409.8,2275.6,3320.54,8384.11,3586.94,4800.16,3062.15,1738.89,1389.02,350.62
USA,2006,2,short,4,S010,31427.86,129,76.87,26.58,12.26,39.75,48.5,59.6,106.25,140.15,251.33,368.96,473.18,574.37,726.72,1053.86,1672.49,3035.58,5446.19,17186.21,6740.19,10459.7,6282.83,4184.24,3263.49,924.79
USA,2006,2,short,4,S011,88223.25,159.17,55.81,35.79,34.73,48.92,61.91,102.76,152.23,223.01,553.52,1054.15,1761.26,2957.45,4629.98,7039,10121.31,14301.8,17111.05,27819.41,15030.25,12760.52,8940.4,3811.29,3226.32,581.55
USA,2006,2,short,4,S012,42396.84,150.11,49.2,22.74,29.62,33.64,83.96,114.07,231.28,506.14,1155.52,1842.32,2288.34,2543.11,2572.34,2815.25,3664.17,4931.52,6316.91,13046.61,6251.41,6791.6,4598.27,2190.87,1842.28,346.96
USA,2006,2,short,4,S013,12186.61,8.32,2.11,8.18,18.38,50.96,84.61,124.33,127.71,193.35,280.83,375.03,454.97,644.89,675.36,717.97,1004.27,1436.11,1924.44,4054.79,1798.54,2256.91,1440.17,817.14,636.81,181.14
USA,2006,2,short,4,S014,36260.9,66.58,7.37,7.16,7.15,47.9,193.99,241.47,249.28,297.69,341.88,492.61,769.41,1104.37,1408.1,1931.68,2739.1,4398.02,6528.95,15428.19,7212.41,8213.74,5548.24,2662.7,2183.49,478.8
USA,2006,2,short,4,S015,12647.65,10387.04,314.93,101.26,72.53,89.71,95.98,91.48,86.85,97.19,109.9,156.11,139.54,181.39,145.95,102.58,85.54,102.8,100.05,186.82,99.38,87.27,59.27,27.97,20.61,7.41
USA,2006,2,short,4,S016,57774.66,689.22,921.86,519.67,611.93,2663.85,3038.64,2890.16,2694.66,3588.46,4532.97,4936.27,4111.91,3173.81,2249.95,1910.95,2213.12,3116.51,4343.48,9567.25,4406.58,5160.22,3396.81,1762.89,1430.4,332.64
USA,2006,3,short,4,S000,2426264,28536.06,4633.98,2736.2,3415.27,13745.5,21158.29,20906.38,22063.62,31509.3,51558.16,79285.1,105779.82,133068.01,148360.08,171894.11,218221.3,297724.06,369646.01,702022.75,352127.09,349895.67,238372.58,111523.08,92240.07,19283.01
USA,2006,3,short,4,S001,69945.2,760.28,207.32,87.58,101.88,159.16,342.68,661.73,1093.08,2221.41,3680.08,4890.25,5667.95,5234.49,4190.13,4405.04,5406.15,7407.56,8907.43,14521,7935.88,6577.68,4760.02,1813.87,1561.28,250.92
USA,2006,3,short,4,S002,579596.64,146.87,460.81,508.93,496.34,741.48,1039.01,1496.71,2393.98,4624.88,9888.72,19788.68,31966.13,47007,56509.6,65130.26,75626.98,87247.76,83756.92,90765.58,56810.74,33844.65,26115.9,7692.36,6800.24,881.46
USA,2006,3,short,4,S003,8950.54,106.26,77.01,31.75,34.72,70.13,98.44,142.46,146.38,212.67,352.42,423.89,503.52,555.44,546.55,565.21,700.28,912.56,1183.81,2287.03,1088.48,1199,771.63,428.01,348.83,79.33
USA,2006,3,short,4,S004,100308.72,215.69,166.58,78.85,99.06,181.87,355.91,526.93,754.69,1169.56,2127.14,3340.09,4940.47,7010.83,7955.09,8940.31,10595.82,13371.04,15122.52,23356.27,12906.45,10436.3,7335.92,3097.03,2555.42,541.73
USA,2006,3,short,4,S005,93120.24,0,4.22,14.33,11.24,92.46,249,367.09,465.77,748.1,1495.55,2023.9,2195.51,1958.97,1738.59,1984.17,3490.78,7770.49,15759.08,52751,22074.45,30718.77,19599.89,11133.64,9123.07,2011.83
USA,2006,3,short,4,S006,124613.01,393.78,275.24,207.88,270.64,456.93,533.52,495.99,517.09,738.12,1234.57,1730.19,2391.23,3119.03,3571.23,4508.73,7754.2,14877.48,24284.35,57252.82,27794.42,29465.05,20291.66,9167.86,7759.89,1402.23
USA,2006,3,short,4,S007,663482.43,360.44,170.84,93.18,168.52,369.65,750.66,1266.25,2234.51,4155.5,8823.5,16083.05,23803.36,31831.99,36325.48,41766.9,54737.78,79419.87,109238.23,251882.71,117141,134841.21,88653.92,46230.15,37523.61,8725.88
USA,2006,3,short,4,S008,138979.71,147.93,56.93,46.08,51.06,74.19,140.43,187.56,352.19,733.03,1533.93,2594.26,3825.99,4852.19,5746.42,7381.2,10971.95,17877.7,26235.78,56170.87,28029.2,28137.99,19403.39,8729.39,7357.82,1367.18
USA,2006,3,short,4,S009,35554.57,57.3,5.27,6.15,11.23,41.65,75.87,108.61,166.92,298.5,469.68,830.71,1031.33,1408.5,1695.04,2289.13,3249.74,4854.48,6181.66,12772.79,6092.43,6683.91,4442.85,2242.5,1822.41,421
USA,2006,3,short,4,S010,57554.61,339.66,158.17,48.11,30.64,79.28,119.9,145.54,202.68,299.57,569.45,857.06,1202.26,1417.55,1785.73,2426.01,3705.74,6451.19,10445.22,27270.84,11875.84,15414.87,9776.48,5648.94,4496.13,1157.99
USA,2006,3,short,4,S011,171675.62,381.29,146.61,91.15,105.19,123.92,159.83,235.74,310.19,473.37,1086.76,2066.84,3720.92,6334.09,9853.39,14613.78,21102.06,29448.54,33690.75,47731.2,27362.07,20335.42,14870.45,5453.71,4658.68,791.63
USA,2006,3,short,4,S012,86511.54,345.04,103.81,43.49,58.46,75.55,184.41,315.97,585.55,1371.05,3107.97,5472.9,7356,7663.54,6772.91,6560.27,7579.63,9340.2,10802.73,18772.06,9606.77,9161.73,6398.56,2760.63,2340.34,418.64
USA,2006,3,short,4,S013,18011.79,23.97,8.44,11.26,27.58,74.27,127.45,167.3,184.12,281.22,434.78,625.66,781.57,1061.4,1101.15,1241.04,1592.77,2183,2731.68,5353.15,2532,2822.03,1845.24,977.47,774.1,204.25
USA,2006,3,short,4,S014,65128.23,187.55,16.87,10.23,24.51,64.12,240.91,294.67,376.47,486.73,712.99,1111.57,1732,2414.43,2993.48,3916.33,5578.99,8586.43,11852.09,24527.85,12287.03,12240.89,8507.6,3731.59,3116.86,614.3
USA,2006,3,short,4,S015,28246.97,23403.95,611.65,201.75,165.48,231.61,237.77,240.85,206.87,235.16,242.49,347.93,328.69,408.36,317.12,196.2,173.12,197.5,197.9,302.55,166.17,136.22,95.87,40.32,30.87,9.52
USA,2006,3,short,4,S016,184584.16,1666.05,2164.22,1255.49,1758.71,10909.22,16502.47,14252.99,12073.14,13460.41,15798.12,17098.13,14332.87,10790.18,7258.15,5969.53,5955.31,7778.25,9255.87,16305.04,8424.17,7879.93,5503.2,2375.63,1970.51,405.13
USA,2007,1,short,4,S000,1203968,16300.37,2636.11,1519.82,2067,9562.72,15765.31,15113.4,14691.29,19762.14,30359.09,47915.26,66564.31,81601.65,92038.02,100500.45,117860.67,149679.58,171145.93,248884.86,146124.68,102760.18,77482.93,25277.25,22103.93,3173.32
USA,2007,1,short,4,S001,36134.85,475.29,109.63,55,49.92,69.83,199.61,381.93,589.12,1282.07,2269.01,3089.71,3784.1,3511.15,2656.03,2482.88,2824.06,3321.14,3833,5151.36,3163.9,1986.32,1556.46,429.25,382.59,46.54
USA,2007,1,short,4,S002,302831.02,65.74,230.68,280.27,276.45,417.41,629.43,778.03,1038.81,1862.46,4126.22,9180.52,16880.67,25348.47,32513.05,36971.56,40799.43,45967.39,43203.17,42261.26,28367.01,13865.21,11221.5,2635.75,2371.92,262.69
USA,2007,1,short,4,S003,4268.18,69.91,35.81,22.34,27.64,39.61,55.93,77.6,82.57,121.24,174.04,204.8,261.85,249.24,261.9,305.84,352.33,457.16,568.67,899.7,505.46,394.43,289.73,104.77,89.18,15.64
USA,2007,1,short,4,S004,48501.82,154.43,89.53,62.96,48.12,100.54,205.4,304.27,434.29,767.21,1158.3,2006.49,3010.85,4070.81,4649.91,5034.46,5524.79,6194.09,6693.21,7992.15,5026.54,2962.88,2305.76,656.38,567.88,88.61
USA,2007,1,short,4,S005,32237.76,0,5.27,6.09,13.31,42.65,102.7,181.74,210,371.89,659.72,1089.92,1258.88,1255.37,1094.15,1139.12,1645.01,3341.37,5905.9,13914.66,7208.39,6714.12,4879.14,1836.89,1603.41,233.53
USA,2007,1,short,4,S006,50363.84,228.52,155.89,120.83,195.55,266.08,344.7,279.76,277.29,433.01,605.59,1009.8,1337.54,1661.97,2006.58,2515.21,4008.75,7241.6,10433.47,17241.7,10163.64,7077.73,5498.22,1577.83,1429.98,146.99
USA,2007,1,short,4,S007,322461.38,248.36,87.43,63.97,71.67,238.66,486.07,878.14,1389.59,2836.64,5914.89,11046.69,16961.56,22003.57,25211.41,26480.8,31020.21,40824.87,50550.14,86146.7,47561.1,38610.25,28436.39,10180.89,8822.85,1359.4
USA,2007,1,short,4,S008,54707.55,80.36,21.07,17.26,20.48,40.63,74.23,91.9,165.17,408.61,755.31,1429.74,2121.32,2782.36,3260.97,4005.4,5411.2,7926.35,9918.02,16177.16,9541.62,6635.19,5048.72,1585.99,1417.64,167.83
USA,2007,1,short,4,S009,16769.35,40.71,2.11,6.09,9.22,23.36,47.79,53.1,109.09,221.12,346.09,503.95,705.79,935.61,1235.2,1432.87,1815.37,2325.47,2717.85,4238.55,2414.52,1824.64,1366.54,458.19,398.79,59.43
USA,2007,1,short,4,S010,24539.45,183.66,74.79,28.43,28.67,26.41,73.22,97.01,101.95,159.98,300.29,479.61,680.48,851.76,1063.83,1248.65,1839.39,2984,4506.55,9810.77,4944.07,4873.37,3384.74,1491.64,1223,270.02
USA,2007,1,short,4,S011,86069.37,222.27,97.99,49.81,71.72,91.46,124.13,146.1,167.28,246.65,504.97,1135.71,2101.11,3494.81,5609.11,7977.49,11150.5,15050.05,16853.49,20974.69,13134.91,7833.08,6043.2,1788.45,1598.14,189.74
USA,2007,1,short,4,S012,45469.83,222.81,59.96,25.22,33.01,54.07,86.15,219.54,372.39,830.44,1952.65,3698.15,5306.07,5477.89,4633.62,3991.57,3889.77,4347.23,4418,5851.29,3519.54,2331.06,1768.96,561.99,494.84,67.09
USA,2007,1,short,4,S013,5995.53,9.39,9.48,4.06,12.29,22.34,34.58,53.13,69.38,97.85,152.75,255.64,323.63,404.7,449.34,508.1,588.94,752.26,895.47,1352.21,774.44,577.92,428.03,149.97,126.09,23.98
USA,2007,1,short,4,S014,29438.6,88.7,16.85,9.14,7.17,13.2,46.77,66.37,102.96,185.43,322.64,589.05,917.98,1304.74,1646.93,2050.31,2890.12,4168.82,5506.2,9505.22,5354.89,4152.18,3092.54,1060.04,911.24,149.07
USA,2007,1,short,4,S015,15654.89,13180.23,337.1,104.59,99.32,114.76,130.19,136.83,111.13,121.27,140.51,187.67,176.08,211.1,168.37,98.65,68.47,94.66,84.7,89.26,64.7,24.46,18.3,6.16,5.13,1.04
USA,2007,1,short,4,S016,128524.59,1029.99,1302.52,663.75,1102.46,8001.7,13124.4,11367.97,9470.24,9816.28,10976.1,12007.83,10736.41,8038.06,5577.6,4257.54,4032.32,4683.13,5058.09,7278.19,4379.96,2897.35,2144.71,753.06,661.26,91.75
USA,2007,2,short,4,S000,1219744,12848.42,2069.58,1192.24,1370.14,3741.5,4925.86,5825.04,6957.01,11127.26,18376.7,29836.42,40398.13,50869.94,62625.94,74500.93,96397.26,139363.28,192523.97,464794.39,213115.59,251678.8,162707.77,88971.03,72377.34,16593.69
USA,2007,2,short,4,S001,33992.34,366.98,90.35,30.02,35.69,71.24,141.96,281.17,425,732.06,1122.72,1570.52,1876.22,1882.82,1880.48,2134.27,2685.02,3758.54,5023.39,9883.89,5111.61,4765.01,3257.66,1504.72,1268.43,234.98
USA,2007,2,short,4,S002,280210.15,70.69,214.81,249.18,257.84,299.7,419.82,641.45,1220.55,2603.4,5284.35,10143.3,15269.14,21169.92,26370.7,30071.36,33939.62,39747.51,40891.37,51345.46,30662.79,20593.27,15258.28,5306.07,4622.85,674.21
USA,2007,2,short,4,S003,5610.83,50.94,40.01,18.31,11.25,32.62,41.98,58.41,61.33,102.13,157.6,211.8,245.64,276.34,329.13,344.17,453.07,550.74,750.59,1874.76,816.8,1058.5,669.27,389.46,323.34,65.93
USA,2007,2,short,4,S004,51702.25,108.13,66.34,40.68,42.98,86.65,145.4,236.7,298.5,473.91,819.56,1215.1,2063.19,2800.82,3497.64,3787.99,4936.58,6758.32,8347.79,15975.97,8170.41,7794.95,5322.84,2467.89,2001.19,466.89
USA,2007,2,short,4,S005,59504.46,0,3.16,3.05,5.12,20.39,50.18,88.13,95.09,138.94,326.51,465.33,420.68,459.04,525.51,720.62,1625.06,4222.36,9780.92,40554.38,15414.49,25179.82,15366.54,9826.84,7853.06,1977.93
USA,2007,2,short,4,S006,78451.97,204.8,123.2,100.69,116.64,154.94,184.31,171.12,261.69,338.06,491.11,798.56,1173.6,1559.23,1794.6,2360.93,3861.24,7959.65,14332.33,42465.25,18678.16,23797.05,15438.67,8357.57,6921.51,1432.45
USA,2007,2,short,4,S007,326004.04,194.4,95.82,47.8,62.41,122.33,280.56,448.81,661.38,1272.59,2422.04,4464.12,6664.68,9016.68,11957.48,14840.04,20985.74,33915.49,54023.16,164528.51,68899.84,95710.78,59505.71,36240.31,29026.62,7227.06
USA,2007,2,short,4,S008,83269.01,57.18,33.7,21.36,25.58,31.6,52.22,92.22,166.62,339.08,669.06,1222.18,1690.16,2006.05,2536.43,3506.22,5211.45,9192.29,15368.18,41047.43,19065.17,21979.2,14646.5,7326.2,6144.61,1176.16
USA,2007,2,short,4,S009,17948.88,29.11,5.27,1.02,4.09,16.32,21.51,43.05,57.26,110.34,170.86,259.49,348.8,461.98,625.1,851.43,1382.44,2196,3114.76,8250.07,3605.63,4646.66,2848.06,1800.92,1396.69,406.23
USA,2007,2,short,4,S010,29346.62,110.19,70.55,26.44,29.67,32.62,45.05,68.65,81.78,138.9,213.53,343.54,456.91,570.84,719.65,978.18,1559.57,2817.24,4737.19,16346.11,6460.2,9898.9,5928.23,3977.68,3049.49,933.67
USA,2007,2,short,4,S011,90138.55,150.74,63.18,40.68,36.83,58.1,71.68,105.54,139.02,235.93,474.84,1004.28,1801.34,2883.47,4889.58,7109.9,10102.5,14325.23,17472.88,29172.82,15661.34,13482.79,9429.09,4043.11,3419.31,619.96
USA,2007,2,short,4,S012,42346.34,142.42,61.28,13.71,25.7,43.96,85.36,136.9,208.78,520.1,1059.34,1906.5,2403.77,2602.28,2735.39,2891.54,3616.8,4872.84,6073.72,12945.97,6283.07,6658.55,4491.21,2164.56,1823.45,339.27
USA,2007,2,short,4,S013,12038.66,7.28,6.32,3.05,19.44,34.66,83.96,111.69,128.8,168.52,244.03,356.72,473.08,554.71,701.53,835.28,953.46,1399.04,1807.68,4149.43,1937.35,2211.64,1385.61,826.69,658.04,169.08
USA,2007,2,short,4,S014,36935.19,87.32,16.85,8.14,9.21,67.28,163.83,232.6,271.91,347.25,325.37,558.39,782.4,1137.65,1424.2,2034.85,2866.44,4468.44,6362.79,15770.28,7490.34,8276.69,5492.29,2782.3,2237.53,545.53
USA,2007,2,short,4,S015,12809.33,10476.8,311.69,104.76,82.88,79.51,84.99,94.27,83.82,116.43,144.38,137.82,192.06,166.41,145.94,95.6,80.55,93.81,136.56,181.03,107.69,73.04,50.14,22.85,18.59,4.25
USA,2007,2,short,4,S016,59435.38,791.44,867.05,483.34,604.81,2589.6,3053.06,3014.33,2795.47,3489.63,4451.39,5178.77,4536.47,3321.69,2492.6,1938.53,2137.72,3085.81,4300.66,10303.01,4750.72,5551.96,3617.67,1933.87,1612.62,320.09
USA,2007,3,short,4,S000,2423712,29148.79,4705.69,2712.07,3437.14,13304.23,20691.17,20938.43,21648.29,30889.4,48735.79,77751.68,106962.44,132471.59,154663.96,175001.38,214257.93,289042.87,363669.9,713679.25,359240.26,354438.98,240190.7,114248.28,94481.27,19767.01
USA,2007,3,short,4,S001,70127.19,842.27,199.98,85.02,85.61,141.07,341.57,663.1,1014.13,2014.13,3391.73,4660.22,5660.31,5393.98,4536.51,4617.15,5509.07,7079.68,8856.39,15035.25,8275.51,6751.33,4814.12,1933.97,1651.03,281.52
USA,2007,3,short,4,S002,583041.17,136.43,445.49,529.45,534.29,717.11,1049.25,1419.48,2259.36,4465.85,9410.57,19323.82,32149.81,46518.39,58883.75,67042.92,74739.05,85714.89,84094.53,93606.72,59029.79,34458.47,26479.77,7941.82,6994.77,936.9
USA,2007,3,short,4,S003,9879.01,120.85,75.83,40.65,38.9,72.23,97.91,136,143.91,223.37,331.65,416.6,507.48,525.59,591.02,650.01,805.4,1007.9,1319.25,2774.46,1322.26,1452.93,959,494.23,412.51,81.57
USA,2007,3,short,4,S004,100204.07,262.57,155.87,103.64,91.1,187.19,350.81,540.97,732.79,1241.12,1977.86,3221.59,5074.04,6871.63,8147.54,8822.45,10461.37,12952.41,15041,23968.12,13196.95,10757.83,7628.6,3124.27,2569.07,555.5
USA,2007,3,short,4,S005,91742.22,0,8.43,9.14,18.43,63.04,152.87,269.87,305.09,510.83,986.23,1555.25,1679.56,1714.4,1619.66,1859.75,3270.07,7563.73,15686.83,54469.04,22622.89,31893.94,20245.68,11663.73,9456.47,2211.46
USA,2007,3,short,4,S006,128815.81,433.32,279.09,221.52,312.19,421.02,529.01,450.88,538.97,771.07,1096.7,1808.36,2511.14,3221.21,3801.18,4876.14,7870,15201.25,24765.8,59706.95,28841.8,30874.77,20936.9,9935.4,8351.49,1579.44
USA,2007,3,short,4,S007,648465.41,442.76,183.25,111.78,134.08,360.99,766.63,1326.95,2050.97,4109.23,8336.93,15510.81,23626.23,31020.25,37168.89,41320.84,52005.95,74740.35,104573.3,250675.21,116460.93,134321.03,87942.1,46421.2,37849.47,8586.46
USA,2007,3,short,4,S008,137976.56,137.54,54.76,38.62,46.06,72.23,126.46,184.12,331.8,747.69,1424.37,2651.92,3811.49,4788.41,5797.39,7511.61,10622.65,17118.65,25286.2,57224.59,28606.78,28614.39,19695.23,8912.19,7562.24,1343.99
USA,2007,3,short,4,S009,34718.23,69.82,7.37,7.11,13.31,39.67,69.3,96.16,166.34,331.46,516.95,763.44,1054.59,1397.59,1860.3,2284.3,3197.81,4521.47,5832.62,12488.61,6020.15,6471.3,4214.61,2259.11,1795.49,465.66
USA,2007,3,short,4,S010,53886.07,293.86,145.34,54.88,58.34,59.03,118.27,165.66,183.73,298.88,513.81,823.15,1137.38,1422.61,1783.48,2226.83,3398.96,5801.23,9243.74,26156.88,11404.27,14772.27,9312.97,5469.32,4272.49,1203.69
USA,2007,3,short,4,S011,176207.92,373,161.17,90.49,108.56,149.57,195.81,251.64,306.31,482.58,979.81,2139.99,3902.45,6378.28,10498.69,15087.4,21253,29375.28,34326.37,50147.52,28796.25,21315.87,15472.29,5831.56,5017.45,809.7
USA,2007,3,short,4,S012,87816.17,365.23,121.24,38.93,58.71,98.02,171.51,356.43,581.17,1350.54,3011.98,5604.65,7709.83,8080.17,7369.01,6883.11,7506.58,9220.07,10491.72,18797.26,9802.6,8989.61,6260.17,2726.55,2318.29,406.36
USA,2007,3,short,4,S013,18034.19,16.67,15.8,7.11,31.73,57,118.54,164.81,198.18,266.37,396.78,612.35,796.71,959.4,1150.87,1343.38,1542.41,2151.29,2703.15,5501.63,2711.79,2789.56,1813.63,976.67,784.12,193.06
USA,2007,3,short,4,S014,66373.79,176.02,33.7,17.28,16.38,80.48,210.6,298.97,374.87,532.68,648.02,1147.43,1700.38,2442.4,3071.13,4085.17,5756.55,8637.26,11868.98,25275.5,12845.23,12428.86,8584.82,3842.34,3148.77,694.59
USA,2007,3,short,4,S015,28464.22,23657.03,648.79,209.35,182.19,194.28,215.18,231.09,194.96,237.7,284.9,325.5,368.14,377.52,314.32,194.25,149.02,188.46,221.26,270.29,172.39,97.5,68.44,29.01,23.72,5.3
USA,2007,3,short,4,S016,187959.97,1821.43,2169.57,1147.09,1707.27,10591.31,16177.46,14382.3,12265.71,13305.91,15427.49,17186.6,15272.89,11359.76,8070.2,6196.06,6170.04,7768.94,9358.75,17581.2,9130.68,8449.31,5762.38,2686.92,2273.88,411.84
USA,2008,1,short,4,S000,1226197,15672.7,2694.23,1396.29,1884.55,8960.4,15073.06,15003.74,14638.62,19108.1,28587.12,47346.44,67707.2,83431.17,96133.92,105409.42,120003.36,149211.42,172700.3,261234.97,152353.7,108881.27,82219.51,26661.76,23332.49,3329.27
USA,2008,1,short,4,S001,36593.6,427.82,113.41,37.44,36.15,70.99,159.01,390.61,549.94,1023.76,1923.54,2852.32,3745.28,3790.22,3035.31,2617.26,2771.16,3517.51,3991.68,5540.18,3391.41,2147.37,1670.49,476.32,421.79,54.41
USA,2008,1,short,4,S002,305995.93,77.41,254.94,260.93,249.98,455.91,645.71,832.37,1064.77,1896.84,3872.84,9305.77,17206.84,25685.13,33269.07,38411.87,41218.08,45028.25,43076.25,43182.96,28859.59,14291.28,11560.86,2721.69,2483.82,235.48
USA,2008,1,short,4,S003,4334.75,44.98,54.4,24.37,23.76,38.67,63.34,71.67,78.91,103.5,148.05,188.35,256.51,286.26,306.78,326.39,343.58,455.7,579.56,939.97,504.24,436.12,320.84,115.37,95.53,19.97
USA,2008,1,short,4,S004,48903.55,134.94,97.07,46.7,70.24,100.75,251.34,287.69,402.75,721.43,1168.08,1990.46,2993.03,4086.65,4894.46,5177.01,5503.43,6158.11,6462.14,8357.27,5232.81,3121.33,2420.12,700.5,615.29,85.15
USA,2008,1,short,4,S005,36688.15,1.05,7.47,4.06,8.26,34.6,88.89,153.57,183.44,343.29,602.41,971.28,1286.61,1288.68,1207.95,1272.31,1905.3,3854.28,6982,16492.71,8529.48,7972.74,5764.99,2210.65,1929.06,281.72
USA,2008,1,short,4,S006,54257.05,237.46,168.55,106.61,155.98,300.22,387.23,288.73,327.95,396.6,626.95,1053.81,1368.82,1659,2068.85,2792.55,4321.54,7632.05,11163.22,19200.94,11219.81,7980.94,6262.07,1716.2,1546.95,168.19
USA,2008,1,short,4,S007,325368.76,232.22,105.6,53.81,77.47,252.38,508.81,870.27,1445.02,2754.67,5557.79,10906.74,17212.65,22153.74,26058.67,27513.98,31140.43,39945.35,49518.83,89060.34,48876.03,40211.06,29630.18,10589.22,9174.29,1417.09
USA,2008,1,short,4,S008,54210.63,72.19,30.94,24.37,25.83,42.74,69.48,101.36,201.89,377.12,730.06,1330.73,2068.39,2678.62,3234.43,4114.26,5233.47,7442.67,10093.21,16338.85,9587.92,6750.41,5159.15,1590.56,1401.13,189.22
USA,2008,1,short,4,S009,15502.03,39.75,1.07,3.05,7.23,20.35,35.76,66.55,101.45,212.12,265.47,463.24,626.58,857.77,1045.47,1381.11,1705.8,2209.93,2458.59,4000.73,2310.57,1690.35,1278.28,412.05,341.03,71.48
USA,2008,1,short,4,S010,26112.95,159,100.27,27.41,24.79,35.62,97.06,98.29,124,184.46,317.55,515.19,775.65,953.9,1265.52,1461.76,2033.34,3209.17,4615.47,10114.51,5046.61,5075.34,3513.12,1565.85,1316.91,250.2
USA,2008,1,short,4,S011,92478.85,192.47,87.47,59.9,49.58,76.32,118.52,135.14,160.89,260.29,486.01,1056.81,2225.48,3792.25,6146.77,8787.43,11941.76,15904.25,17839.38,23158.12,14393.15,8757.23,6801.95,1953.14,1715.42,237.57
USA,2008,1,short,4,S012,46861.68,161.1,69,31.6,23.76,50.11,96.42,213.47,432.87,858.78,1885.09,3647.76,5426.92,5635.93,5068.75,4189.12,4057.6,4402.36,4450.94,6160.07,3695.78,2463.39,1860.07,603.32,523.29,80.15
USA,2008,1,short,4,S013,6090.31,9.41,4.27,4.06,10.33,11.19,34.74,47.12,60.49,101.48,141.98,227.12,316.42,420.93,467.35,557.22,635.87,727.99,887.59,1424.75,817.15,607.72,446.13,161.73,137.65,24.18
USA,2008,1,short,4,S014,29556.21,84.73,13.87,7.11,4.13,11.19,40.87,67.57,103.5,186.51,341.03,573.22,979.43,1394.93,1759,2215.27,2867.6,4035.87,5381.84,9488.54,5316.96,4173.47,3088.39,1085.8,966.63,118.79
USA,2008,1,short,4,S015,15273.4,12755.07,320,102.55,83.67,147.56,143.04,104.43,109.65,121.94,138.86,170.03,210.89,199.27,210.91,107.79,88.67,78.64,68.66,111.78,74.93,36.77,26.48,10.3,10.27,0
USA,2008,1,short,4,S016,127969.17,1043.12,1265.9,602.31,1033.37,7311.77,12332.85,11274.89,9291.1,9565.3,10381.42,12093.6,11007.71,8547.88,6094.64,4484.1,4235.71,4609.29,5130.95,7663.24,4497.25,3165.74,2416.39,749.05,653.43,95.67
USA,2008,2,short,4,S000,1245787,12391.22,2037.52,1106.15,1265.13,3449.76,4722.82,5786.72,6854.71,10761.23,17925.46,30080.04,41428.16,51287.11,65349.03,78049.23,98134.63,138169.7,193503.29,483485.1,220212.41,263272.69,169171.3,94101.39,76537.65,17563.74
USA,2008,2,short,4,S001,35160.11,372.9,96.5,20.71,31.93,73.47,140.94,238.4,404.4,634.58,1023.38,1460.68,1888.52,2000.91,2103.06,2329.78,2762.35,3959.67,5250.57,10367.35,5338.83,5020.7,3442.44,1574.79,1313.59,260.33
USA,2008,2,short,4,S002,280968.52,59.43,211.94,268.23,226.64,295.88,400.55,697.44,1176.18,2548.43,4981.17,9913,15480.18,20808,26729.77,31199.2,33947.21,38716.87,40548.35,52760.04,31489.78,21175.75,15723.67,5418.07,4660.67,750.69
